symbol,market,concentration_pct,top20_concentration_pct,holder_hhi,largest_holder_pct,ranked_holder_count,concentration_gap_pct,has_data_anomaly,ownership_structure,evidence_count,data_confidence,issuer_key,listing_type,is_primary_listing
0001.HK,hk,56.2090000000001,46.7911,0.09439109441699994,30.3634,20,9.417900000000103,False,dominant_holder,4,high,hk:0001.HK,unknown,
0002.HK,hk,42.2922000000001,38.4324,0.042103452050000004,16.2491,20,3.8598000000000994,False,fragmented_or_mixed,4,high,hk:0002.HK,unknown,
0003.HK,hk,54.8270000000001,51.7103,0.173452953293,41.526,20,3.116700000000101,False,dominant_holder,4,high,hk:0003.HK,unknown,
0004.HK,hk,72.9156000000001,72.2411,0.4683131555350001,68.4193,20,0.6745000000000942,False,dominant_holder,4,high,hk:0004.HK,unknown,
0005.HK,hk,52.6140000000002,40.2195,0.022401701129,9.2317,20,12.394500000000207,False,broad_institutional,4,high,hk:0005.HK,unknown,
0006.HK,hk,55.8745,51.3713,0.13217331891900005,36.0142,20,4.5032,False,dominant_holder,4,high,hk:0006.HK,unknown,
0007.HK,hk,36.7284,36.7284,0.07403002532,24.1006,2,0.0,False,dominant_holder,4,high,hk:0007.HK,unknown,
0008.HK,hk,60.8368,59.1404,0.13594255670799998,31.8045,20,1.696399999999997,False,dominant_holder,4,high,hk:0008.HK,unknown,
0010.HK,hk,64.6207000000001,63.2936,0.15974224445200003,38.3678,20,1.327100000000101,False,dominant_holder,4,high,hk:0010.HK,unknown,
0011.HK,hk,101.4786,101.3946,1.0000303783339999,100.0,20,0.08400000000000318,True,data_anomaly,1,low,hk:0011.HK,unknown,
0012.HK,hk,82.3843000000002,79.7138,0.5259851371019999,72.4954,20,2.670500000000189,False,dominant_holder,4,high,hk:0012.HK,unknown,
0013.HK,hk,58.1769,53.8552,0.14715206206000003,38.1137,20,4.3217,False,dominant_holder,4,high,hk:0013.HK,unknown,
0014.HK,hk,55.1999,51.7042,0.178898357782,42.174,20,3.4956999999999994,False,dominant_holder,4,high,hk:0014.HK,unknown,
0016.HK,hk,71.3989000000001,62.9916,0.11047251954999998,31.0388,20,8.407300000000099,False,dominant_holder,4,high,hk:0016.HK,unknown,
0017.HK,hk,52.2469,51.1504,0.20513969367,45.2362,20,1.096499999999999,False,dominant_holder,4,high,hk:0017.HK,unknown,
0018.HK,hk,74.8324,74.8324,0.2839667416,51.0001,8,0.0,False,dominant_holder,4,high,hk:0018.HK,unknown,
0019.HK,hk,74.7669000000001,69.375,0.32456845897000003,56.8532,20,5.391900000000106,False,dominant_holder,4,high,hk:0019.HK,unknown,
0020.HK,hk,44.4241,39.644,0.03186267477400001,16.5587,20,4.7801000000000045,False,fragmented_or_mixed,4,high,hk:0020.HK,unknown,
0021.HK,hk,63.332,63.332,0.24062855072600003,46.4919,3,0.0,False,dominant_holder,4,high,hk:0021.HK,unknown,
0022.HK,hk,15.6042,15.6042,0.024349105764000005,15.6042,2,0.0,False,fragmented_or_mixed,4,high,hk:0022.HK,unknown,
0023.HK,hk,69.8593000000001,68.4773,0.10666634340700001,19.7308,20,1.3820000000001045,False,dominant_holder,4,high,hk:0023.HK,unknown,
0025.HK,hk,68.5345,68.5345,0.39796423991700003,62.8975,8,0.0,False,dominant_holder,4,high,hk:0025.HK,unknown,
0026.HK,hk,51.4647,51.4647,0.06723423227299997,15.8637,19,0.0,False,broad_institutional,4,high,hk:0026.HK,unknown,
0027.HK,hk,74.4330000000001,65.6675,0.074557502399,22.2249,20,8.765500000000102,False,dominant_holder,4,high,hk:0027.HK,unknown,
0028.HK,hk,94.6815,94.6815,0.398573025915,59.2954,12,0.0,False,dominant_holder,4,high,hk:0028.HK,unknown,
0029.HK,hk,41.2926,41.2926,0.14145606384800005,37.5767,13,0.0,False,dominant_holder,4,high,hk:0029.HK,unknown,
0030.HK,hk,74.2888,74.2888,0.5431624247080001,73.6948,3,0.0,False,dominant_holder,4,high,hk:0030.HK,unknown,
0031.HK,hk,39.3852,39.3852,0.147290570514,38.366,5,0.0,False,dominant_holder,4,high,hk:0031.HK,unknown,
0032.HK,hk,73.6212,73.6212,0.5362417920799999,73.2281,5,0.0,False,dominant_holder,4,high,hk:0032.HK,unknown,
0033.HK,hk,1.4497,1.4497,0.000210163009,1.4497,1,0.0,False,fragmented_or_mixed,4,high,hk:0033.HK,unknown,
0034.HK,hk,74.6464,74.6464,0.53973951479,73.4638,11,0.0,False,dominant_holder,4,high,hk:0034.HK,unknown,
0035.HK,hk,65.0038,65.0038,0.319976914972,56.3139,20,0.0,False,dominant_holder,4,high,hk:0035.HK,unknown,
0037.HK,hk,42.9729,42.9729,0.08981130321299997,25.8404,8,0.0,False,dominant_holder,4,high,hk:0037.HK,unknown,
0038.HK,hk,39.3484,37.3668,0.013292652538,7.0041,20,1.9816000000000003,False,fragmented_or_mixed,4,high,hk:0038.HK,unknown,
0039.HK,hk,29.6622,29.6622,0.028763294948000003,11.057,9,0.0,False,fragmented_or_mixed,4,high,hk:0039.HK,unknown,
0040.HK,hk,58.119,58.119,0.096429179042,26.9191,9,0.0,False,dominant_holder,4,high,hk:0040.HK,unknown,
0041.HK,hk,78.3357,78.1442,0.4126344927800001,63.756,20,0.1915000000000049,False,dominant_holder,4,high,hk:0041.HK,unknown,
0045.HK,hk,78.9739,78.9739,0.296674752721,51.5691,15,0.0,False,dominant_holder,4,high,hk:0045.HK,unknown,
0046.HK,hk,73.9377,73.9377,0.24730313989500002,46.9087,9,0.0,False,dominant_holder,4,high,hk:0046.HK,unknown,
0048.HK,hk,3.825,3.825,0.0012064456499999998,3.464,3,0.0,False,fragmented_or_mixed,4,high,hk:0048.HK,unknown,
0050.HK,hk,36.4189,36.4189,0.11663739747100002,34.1313,12,0.0,False,dominant_holder,4,high,hk:0050.HK,unknown,
0051.HK,hk,80.0045,80.0045,0.5180977848169999,71.5268,6,0.0,False,dominant_holder,4,high,hk:0051.HK,unknown,
0052.HK,hk,53.2278,53.2278,0.14677411452399997,37.649,17,0.0,False,dominant_holder,4,high,hk:0052.HK,unknown,
0053.HK,hk,82.8357,82.8357,0.5474112426369999,73.5472,12,0.0,False,dominant_holder,4,high,hk:0053.HK,unknown,
0055.HK,hk,28.2962,28.2962,0.032509877608000004,15.7373,6,0.0,False,fragmented_or_mixed,4,high,hk:0055.HK,unknown,
0057.HK,hk,76.29,76.29,0.40895020927599995,63.3787,14,0.0,False,dominant_holder,4,high,hk:0057.HK,unknown,
0058.HK,hk,74.6424,74.6424,0.5577723386169999,74.6424,4,0.0,False,dominant_holder,4,high,hk:0058.HK,unknown,
0060.HK,hk,35.7324,35.7324,0.05815257310799999,20.6949,4,0.0,False,dominant_holder,4,high,hk:0060.HK,unknown,
0061.HK,hk,17.919,17.919,0.032103680849999996,17.9175,2,0.0,False,fragmented_or_mixed,4,high,hk:0061.HK,unknown,
0062.HK,hk,65.8794,65.8782,0.21557701859199996,45.2439,20,0.0011999999999972033,False,dominant_holder,4,high,hk:0062.HK,unknown,
0063.HK,hk,60.0122,60.0122,0.36014641488400007,60.0122,1,0.0,False,dominant_holder,4,high,hk:0063.HK,unknown,
0064.HK,hk,51.9524,51.9524,0.26697571071799997,51.6693,4,0.0,False,dominant_holder,4,high,hk:0064.HK,unknown,
0065.HK,hk,18.9473,18.9473,0.011940117127000003,6.4526,5,0.0,False,fragmented_or_mixed,4,high,hk:0065.HK,unknown,
0066.HK,hk,81.1214000000001,79.0499,0.5544419724330001,74.4467,20,2.0715000000001,False,dominant_holder,4,high,hk:0066.HK,unknown,
0068.HK,hk,90.658,90.658,0.080749253078,13.7875,20,0.0,False,broad_institutional,4,high,hk:0068.HK,unknown,
0069.HK,hk,76.336,76.0438,0.26292982642400003,50.1108,20,0.292199999999994,False,dominant_holder,4,high,hk:0069.HK,unknown,
0070.HK,hk,76.4641,76.4641,0.49461960726100007,70.1038,3,0.0,False,dominant_holder,4,high,hk:0070.HK,unknown,
0071.HK,hk,65.8962,65.8962,0.2615262034419999,50.0753,13,0.0,False,dominant_holder,4,high,hk:0071.HK,unknown,
0072.HK,hk,74.821,74.821,0.5594427286820001,74.7959,2,0.0,False,dominant_holder,4,high,hk:0072.HK,unknown,
0073.HK,hk,45.1459,45.1459,0.10138029468500001,29.8613,5,0.0,False,dominant_holder,4,high,hk:0073.HK,unknown,
0075.HK,hk,27.0785,27.0785,0.047744438677,20.9831,4,0.0,False,dominant_holder,4,high,hk:0075.HK,unknown,
0076.HK,hk,4.2754,4.2754,0.001827904516,4.2754,1,0.0,False,fragmented_or_mixed,4,high,hk:0076.HK,unknown,
0077.HK,hk,76.8865,76.8865,0.222244809653,43.2774,9,0.0,False,dominant_holder,4,high,hk:0077.HK,unknown,
0078.HK,hk,74.9425,74.9425,0.448006967131,66.6486,12,0.0,False,dominant_holder,4,high,hk:0078.HK,unknown,
0079.HK,hk,54.5996,54.5996,0.23918535175400002,48.6391,4,0.0,False,dominant_holder,4,high,hk:0079.HK,unknown,
0080.HK,hk,62.5555,62.5555,0.37319065333300006,61.0713,6,0.0,False,dominant_holder,4,high,hk:0080.HK,unknown,
0081.HK,hk,78.0971,76.4404,0.171783822446,39.635,20,1.6567000000000007,False,dominant_holder,4,high,hk:0081.HK,unknown,
0082.HK,hk,24.3139,24.3139,0.044728613147,21.0488,6,0.0,False,dominant_holder,4,high,hk:0082.HK,unknown,
0083.HK,hk,72.3140000000001,68.3409,0.32331915831499997,56.7295,20,3.9731000000001018,False,dominant_holder,4,high,hk:0083.HK,unknown,
0084.HK,hk,52.8957,52.8957,0.27979550784900004,52.8957,1,0.0,False,dominant_holder,4,high,hk:0084.HK,unknown,
0085.HK,hk,60.1882,60.1882,0.35311586214,59.4215,13,0.0,False,dominant_holder,4,high,hk:0085.HK,unknown,
0086.HK,hk,77.0486,77.0368,0.5426931474520001,73.6513,20,0.011799999999993815,False,dominant_holder,4,high,hk:0086.HK,unknown,
0087.HK,hk,79.7733,79.6071,0.5607838817910001,74.834,20,0.16620000000000346,False,dominant_holder,4,high,hk:0087.HK,unknown,
0088.HK,hk,51.2569,51.2569,0.15285666707300005,38.3562,15,0.0,False,dominant_holder,4,high,hk:0088.HK,unknown,
0089.HK,hk,60.6889,60.6889,0.24005458977299998,48.3187,8,0.0,False,dominant_holder,4,high,hk:0089.HK,unknown,
0090.HK,hk,73.075,73.075,0.43379710945,65.4165,2,0.0,False,dominant_holder,4,high,hk:0090.HK,unknown,
0092.HK,hk,10.1209,10.1209,0.010151776141,10.0755,2,0.0,False,fragmented_or_mixed,4,high,hk:0092.HK,unknown,
0093.HK,hk,83.3883,83.3883,0.296093113909,46.961,5,0.0,False,dominant_holder,4,high,hk:0093.HK,unknown,
0094.HK,hk,68.3924,68.3924,0.368978916342,60.4858,3,0.0,False,dominant_holder,4,high,hk:0094.HK,unknown,
0095.HK,hk,87.8137,87.8137,0.394809220077,59.2874,17,0.0,False,dominant_holder,4,high,hk:0095.HK,unknown,
0096.HK,hk,82.3732,82.3732,0.20476432470599998,36.6534,6,0.0,False,dominant_holder,4,high,hk:0096.HK,unknown,
0097.HK,hk,69.2695,69.2695,0.4798263630249999,69.2695,1,0.0,False,dominant_holder,4,high,hk:0097.HK,unknown,
0098.HK,hk,74.5047,74.5047,0.182901894293,31.4709,9,0.0,False,dominant_holder,4,high,hk:0098.HK,unknown,
0099.HK,hk,78.6588,78.6588,0.153292305658,28.5963,10,0.0,False,dominant_holder,4,high,hk:0099.HK,unknown,
0100.HK,hk,80.4791,66.9417,0.045214813269,14.7922,20,13.537400000000005,False,broad_institutional,4,high,hk:0100.HK,unknown,
0101.HK,hk,79.4169000000002,75.89,0.4368611784159999,66.0341,20,3.5269000000001967,False,dominant_holder,4,high,hk:0101.HK,unknown,
0103.HK,hk,72.2725,72.2725,0.19919249190900004,40.6647,11,0.0,False,dominant_holder,4,high,hk:0103.HK,unknown,
0104.HK,hk,68.7972,68.7972,0.221385488578,45.058,6,0.0,False,dominant_holder,4,high,hk:0104.HK,unknown,
0105.HK,hk,62.2758,62.2758,0.25595338076400004,50.0085,10,0.0,False,dominant_holder,4,high,hk:0105.HK,unknown,
0106.HK,hk,59.4588,59.4588,0.07017045931600001,20.0,11,0.0,False,dominant_holder,4,high,hk:0106.HK,unknown,
0107.HK,hk,52.8554,52.356,0.06070104722599998,20.4468,20,0.4994000000000014,False,dominant_holder,4,high,hk:0107.HK,unknown,
0108.HK,hk,59.0894,59.0894,0.201426010378,43.1876,9,0.0,False,dominant_holder,4,high,hk:0108.HK,unknown,
0110.HK,hk,47.5112,47.5112,0.099746307766,28.2476,4,0.0,False,dominant_holder,4,high,hk:0110.HK,unknown,
0111.HK,hk,63.1173,63.1173,0.39690263358500005,63.0001,2,0.0,False,dominant_holder,4,high,hk:0111.HK,unknown,
0113.HK,hk,62.3498,62.3498,0.365868536764,60.4781,10,0.0,False,dominant_holder,4,high,hk:0113.HK,unknown,
0114.HK,hk,48.1049,48.1049,0.050715929139000006,17.6413,6,0.0,False,fragmented_or_mixed,4,high,hk:0114.HK,unknown,
0115.HK,hk,73.6912,73.6912,0.27391165805799994,40.9732,6,0.0,False,dominant_holder,4,high,hk:0115.HK,unknown,
0116.HK,hk,57.3809,56.028,0.042871465944,10.4384,20,1.3528999999999982,False,broad_institutional,4,high,hk:0116.HK,unknown,
0117.HK,hk,20.8707,20.8707,0.022365216749,12.547,3,0.0,False,fragmented_or_mixed,4,high,hk:0117.HK,unknown,
0118.HK,hk,71.5995,71.5995,0.2623180211569999,47.0928,5,0.0,False,dominant_holder,4,high,hk:0118.HK,unknown,
0119.HK,hk,56.4094,56.2825,0.117916643105,32.2403,20,0.12689999999999912,False,dominant_holder,4,high,hk:0119.HK,unknown,
0120.HK,hk,71.5165,71.5165,0.3827572355250001,61.4076,12,0.0,False,dominant_holder,4,high,hk:0120.HK,unknown,
0122.HK,hk,65.96,65.96,0.26951063193400004,51.3174,7,0.0,False,dominant_holder,4,high,hk:0122.HK,unknown,
0123.HK,hk,75.3426000000001,74.1875,0.22957096598900004,43.3926,20,1.155100000000104,False,dominant_holder,4,high,hk:0123.HK,unknown,
0124.HK,hk,43.5936,43.5936,0.184518314396,42.9545,20,0.0,False,dominant_holder,4,high,hk:0124.HK,unknown,
0125.HK,hk,79.1971,79.1971,0.30842613127499996,53.8605,11,0.0,False,dominant_holder,4,high,hk:0125.HK,unknown,
0126.HK,hk,58.7184,58.7184,0.088810952872,22.9918,10,0.0,False,dominant_holder,4,high,hk:0126.HK,unknown,
0127.HK,hk,75.2602,75.2602,0.56249511361,74.9993,5,0.0,False,dominant_holder,4,high,hk:0127.HK,unknown,
0128.HK,hk,45.2161,45.2161,0.19618682087900002,44.2838,4,0.0,False,dominant_holder,4,high,hk:0128.HK,unknown,
0129.HK,hk,51.8558,51.8558,0.25121926368,50.1101,8,0.0,False,dominant_holder,4,high,hk:0129.HK,unknown,
0130.HK,hk,70.0968,70.0968,0.435981402716,65.9883,6,0.0,False,dominant_holder,4,high,hk:0130.HK,unknown,
0131.HK,hk,72.2185,72.2185,0.509761261187,71.3954,5,0.0,False,dominant_holder,4,high,hk:0131.HK,unknown,
0132.HK,hk,71.4907,71.4907,0.5098895331889999,71.4065,2,0.0,False,dominant_holder,4,high,hk:0132.HK,unknown,
0133.HK,hk,58.7578,58.7578,0.126126261036,27.5856,14,0.0,False,dominant_holder,4,high,hk:0133.HK,unknown,
0135.HK,hk,72.5703000000001,67.5342,0.29862964929,54.5086,20,5.036100000000104,False,dominant_holder,4,high,hk:0135.HK,unknown,
0136.HK,hk,64.0619,61.4476,0.061234004740000014,15.6386,20,2.614299999999993,False,broad_institutional,4,high,hk:0136.HK,unknown,
0137.HK,hk,80.0809,80.0809,0.22817664011299996,38.7195,10,0.0,False,dominant_holder,4,high,hk:0137.HK,unknown,
0138.HK,hk,74.9866,74.9866,0.19105328461799997,29.2824,4,0.0,False,dominant_holder,4,high,hk:0138.HK,unknown,
0139.HK,hk,17.3018,17.3018,0.006097642438,4.1377,9,0.0,False,fragmented_or_mixed,4,high,hk:0139.HK,unknown,
0142.HK,hk,67.6533,63.7895,0.079340371351,18.5408,20,3.863800000000005,False,broad_institutional,4,high,hk:0142.HK,unknown,
0144.HK,hk,83.7592000000001,80.1022,0.295146333316,49.6735,20,3.65700000000011,False,dominant_holder,4,high,hk:0144.HK,unknown,
0145.HK,hk,14.6455,14.6455,0.012368488243,10.6783,4,0.0,False,fragmented_or_mixed,4,high,hk:0145.HK,unknown,
0146.HK,hk,71.6786,71.6786,0.19322461227,36.6066,5,0.0,False,dominant_holder,4,high,hk:0146.HK,unknown,
0147.HK,hk,59.0377,59.0377,0.3484906916769999,59.0331,3,0.0,False,dominant_holder,4,high,hk:0147.HK,unknown,
0148.HK,hk,50.3535,46.8234,0.102321395442,31.5417,20,3.5300999999999974,False,dominant_holder,4,high,hk:0148.HK,unknown,
0149.HK,hk,57.0931,57.0931,0.177008725885,36.9214,3,0.0,False,dominant_holder,4,high,hk:0149.HK,unknown,
0150.HK,hk,73.8156,73.8156,0.544601231066,73.7971,5,0.0,False,dominant_holder,4,high,hk:0150.HK,unknown,
0151.HK,hk,74.8213000000001,72.0605,0.2914986256349999,53.5978,20,2.7608000000000885,False,dominant_holder,4,high,hk:0151.HK,unknown,
0152.HK,hk,69.2168,67.567,0.19431238565200004,43.2091,20,1.6498000000000133,False,dominant_holder,4,high,hk:0152.HK,unknown,
0154.HK,hk,74.2164,74.2164,0.3075121702939999,50.3959,3,0.0,False,dominant_holder,4,high,hk:0154.HK,unknown,
0156.HK,hk,82.4842,82.4842,0.30371208995599996,48.4524,10,0.0,False,dominant_holder,4,high,hk:0156.HK,unknown,
0157.HK,hk,75.0,75.0,0.168993039656,30.0,4,0.0,False,dominant_holder,4,high,hk:0157.HK,unknown,
0158.HK,hk,75.0925,75.0925,0.302917264925,48.002,4,0.0,False,dominant_holder,4,high,hk:0158.HK,unknown,
0159.HK,hk,77.8297,77.8297,0.10848907068900002,26.1519,15,0.0,False,dominant_holder,4,high,hk:0159.HK,unknown,
0160.HK,hk,76.9932,76.9932,0.46594455263800005,68.0853,11,0.0,False,dominant_holder,4,high,hk:0160.HK,unknown,
0162.HK,hk,58.1993,58.1993,0.16436899320299997,29.2396,4,0.0,False,dominant_holder,4,high,hk:0162.HK,unknown,
0163.HK,hk,74.9987,74.9987,0.558214376449,74.7132,5,0.0,False,dominant_holder,4,high,hk:0163.HK,unknown,
0164.HK,hk,36.0738,36.0738,0.01865432269,8.956,18,0.0,False,fragmented_or_mixed,4,high,hk:0164.HK,unknown,
0165.HK,hk,68.4742,68.1105,0.257312722371,49.7436,20,0.36369999999999436,False,dominant_holder,4,high,hk:0165.HK,unknown,
0166.HK,hk,75.3018,75.3018,0.43901533022600003,65.6289,5,0.0,False,dominant_holder,4,high,hk:0166.HK,unknown,
0167.HK,hk,60.1179,60.1179,0.361416190041,60.1179,5,0.0,False,dominant_holder,4,high,hk:0167.HK,unknown,
0168.HK,hk,52.9658,44.932,0.017994891254,8.004,20,8.0338,False,broad_institutional,4,high,hk:0168.HK,unknown,
0169.HK,hk,71.4794,71.4794,0.42651921364199996,65.0376,9,0.0,False,dominant_holder,4,high,hk:0169.HK,unknown,
0171.HK,hk,49.0784,49.0784,0.12518431651,29.4982,8,0.0,False,dominant_holder,4,high,hk:0171.HK,unknown,
0173.HK,hk,71.9261,71.9158,0.233127809476,45.8845,20,0.010300000000000864,False,dominant_holder,4,high,hk:0173.HK,unknown,
0174.HK,hk,79.8957,79.8957,0.20738578247300002,36.3249,4,0.0,False,dominant_holder,4,high,hk:0174.HK,unknown,
0175.HK,hk,63.9770000000001,52.7879,0.06466214767499999,23.5745,20,11.189100000000103,False,dominant_holder,4,high,hk:0175.HK,unknown,
0177.HK,hk,40.34,35.2559,0.024214914011,14.0245,20,5.0841000000000065,False,fragmented_or_mixed,4,high,hk:0177.HK,unknown,
0178.HK,hk,64.6975,64.6975,0.25613956499499996,48.5606,16,0.0,False,dominant_holder,4,high,hk:0178.HK,unknown,
0179.HK,hk,77.3084,73.3694,0.32890182743399987,57.0293,20,3.939000000000007,False,dominant_holder,4,high,hk:0179.HK,unknown,
0180.HK,hk,65.4746,65.4746,0.177879142526,35.655,10,0.0,False,dominant_holder,4,high,hk:0180.HK,unknown,
0181.HK,hk,75.0666,75.0666,0.47593099421,68.6964,3,0.0,False,dominant_holder,4,high,hk:0181.HK,unknown,
0182.HK,hk,42.0101,41.879,0.039540334713999994,12.7534,20,0.13110000000000355,False,fragmented_or_mixed,4,high,hk:0182.HK,unknown,
0183.HK,hk,68.547,68.547,0.46745700613199986,68.3706,2,0.0,False,dominant_holder,4,high,hk:0183.HK,unknown,
0184.HK,hk,80.9421,80.9421,0.19753663982300002,29.817,17,0.0,False,dominant_holder,4,high,hk:0184.HK,unknown,
0185.HK,hk,71.9896,71.9896,0.518250250816,71.9896,5,0.0,False,dominant_holder,4,high,hk:0185.HK,unknown,
0186.HK,hk,81.2274,81.2274,0.44228365845999995,65.8514,4,0.0,False,dominant_holder,4,high,hk:0186.HK,unknown,
0187.HK,hk,3.106,3.106,0.000888858,2.98,5,0.0,False,fragmented_or_mixed,4,high,hk:0187.HK,unknown,
0188.HK,hk,67.6763,67.6763,0.151290638865,27.9904,4,0.0,False,dominant_holder,4,high,hk:0188.HK,unknown,
0189.HK,hk,36.3204,33.8767,0.026517003441,14.9447,20,2.4436999999999998,False,fragmented_or_mixed,4,high,hk:0189.HK,unknown,
0191.HK,hk,73.6268,73.6268,0.17263823032800005,29.2252,8,0.0,False,dominant_holder,4,high,hk:0191.HK,unknown,
0193.HK,hk,61.1396,61.1396,0.279807985768,52.2774,3,0.0,False,dominant_holder,4,high,hk:0193.HK,unknown,
0194.HK,hk,60.6827,60.6827,0.17934037057299998,34.9531,8,0.0,False,dominant_holder,4,high,hk:0194.HK,unknown,
0195.HK,hk,0.0006,0.0006,3.599999999999999e-11,0.0006,4,0.0,False,fragmented_or_mixed,4,high,hk:0195.HK,unknown,
0196.HK,hk,64.2145,64.2145,0.3439185047790001,58.52,8,0.0,False,dominant_holder,4,high,hk:0196.HK,unknown,
0197.HK,hk,43.4935,43.4935,0.050283771335,14.6294,4,0.0,False,fragmented_or_mixed,4,high,hk:0197.HK,unknown,
0199.HK,hk,48.3694,48.3694,0.077241312106,23.9908,10,0.0,False,dominant_holder,4,high,hk:0199.HK,unknown,
0200.HK,hk,65.6975,65.5128,0.12463541009600003,20.6522,20,0.18470000000000653,False,dominant_holder,4,high,hk:0200.HK,unknown,
0201.HK,hk,85.6759,85.6759,0.5161511545609998,71.0914,8,0.0,False,dominant_holder,4,high,hk:0201.HK,unknown,
0202.HK,hk,43.1737,43.1737,0.061952812228999996,15.5366,5,0.0,False,fragmented_or_mixed,4,high,hk:0202.HK,unknown,
0204.HK,hk,28.6426,28.6426,0.025090508448000006,14.2659,10,0.0,False,fragmented_or_mixed,4,high,hk:0204.HK,unknown,
0205.HK,hk,35.3928,35.3928,0.054987644034000006,17.3432,3,0.0,False,fragmented_or_mixed,4,high,hk:0205.HK,unknown,
0206.HK,hk,75.8848,75.8848,0.25424689301,47.1837,7,0.0,False,dominant_holder,4,high,hk:0206.HK,unknown,
0209.HK,hk,2.0123,2.0123,0.00010617173500000001,0.669,9,0.0,False,fragmented_or_mixed,4,high,hk:0209.HK,unknown,
0210.HK,hk,48.0083,48.0083,0.08736803233099999,26.6574,7,0.0,False,dominant_holder,4,high,hk:0210.HK,unknown,
0211.HK,hk,59.902,59.902,0.29077333037799996,53.5477,2,0.0,False,dominant_holder,4,high,hk:0211.HK,unknown,
0212.HK,hk,56.1998,56.1998,0.067515420682,16.1918,7,0.0,False,broad_institutional,4,high,hk:0212.HK,unknown,
0213.HK,hk,70.1025,70.1025,0.35125685217900005,58.7875,12,0.0,False,dominant_holder,4,high,hk:0213.HK,unknown,
0214.HK,hk,75.0966,75.0966,0.43502976595400006,65.607,4,0.0,False,dominant_holder,4,high,hk:0214.HK,unknown,
0215.HK,hk,77.0459,76.9992,0.4423129622780001,66.0909,20,0.046700000000001296,False,dominant_holder,4,high,hk:0215.HK,unknown,
0216.HK,hk,61.9418,61.9418,0.383480496164,61.9258,4,0.0,False,dominant_holder,4,high,hk:0216.HK,unknown,
0217.HK,hk,53.1789,53.1789,0.28239450986700004,53.1408,5,0.0,False,dominant_holder,4,high,hk:0217.HK,unknown,
0218.HK,hk,70.458,70.458,0.423818358782,64.897,9,0.0,False,dominant_holder,4,high,hk:0218.HK,unknown,
0219.HK,hk,77.4081,77.4081,0.265579111993,48.6249,8,0.0,False,dominant_holder,4,high,hk:0219.HK,unknown,
0220.HK,hk,83.3267,81.3641,0.526724196451,72.5395,20,1.962600000000009,False,dominant_holder,4,high,hk:0220.HK,unknown,
0222.HK,hk,73.5334,73.5334,0.19911058941600002,35.2726,9,0.0,False,dominant_holder,4,high,hk:0222.HK,unknown,
0223.HK,hk,44.2661,44.2661,0.051537771407000006,16.5577,12,0.0,False,fragmented_or_mixed,4,high,hk:0223.HK,unknown,
0224.HK,hk,77.1335,77.1335,0.133393623791,24.5399,8,0.0,False,dominant_holder,4,high,hk:0224.HK,unknown,
0225.HK,hk,74.1241,74.1241,0.5416255553529999,73.5933,4,0.0,False,dominant_holder,4,high,hk:0225.HK,unknown,
0227.HK,hk,61.0942,61.0942,0.18513424534200001,40.5668,9,0.0,False,dominant_holder,4,high,hk:0227.HK,unknown,
0228.HK,hk,69.3474,69.3474,0.27869359652400005,51.1807,7,0.0,False,dominant_holder,4,high,hk:0228.HK,unknown,
0229.HK,hk,56.5321,56.5321,0.071793718399,19.3884,8,0.0,False,broad_institutional,4,high,hk:0229.HK,unknown,
0230.HK,hk,62.0411,62.0411,0.38292532603899987,61.8809,9,0.0,False,dominant_holder,4,high,hk:0230.HK,unknown,
0232.HK,hk,52.1056,52.1056,0.21794644636000002,46.4014,8,0.0,False,dominant_holder,4,high,hk:0232.HK,unknown,
0234.HK,hk,73.8792,73.8792,0.385560858716,61.5209,6,0.0,False,dominant_holder,4,high,hk:0234.HK,unknown,
0235.HK,hk,25.7959,25.7959,0.034620114780999994,16.6667,6,0.0,False,fragmented_or_mixed,4,high,hk:0235.HK,unknown,
0236.HK,hk,75.5842,75.5842,0.43787723431000014,65.7763,3,0.0,False,dominant_holder,4,high,hk:0236.HK,unknown,
0237.HK,hk,71.1508,71.1508,0.16241445252400002,36.447,12,0.0,False,dominant_holder,4,high,hk:0237.HK,unknown,
0239.HK,hk,66.3506,66.3506,0.10053900131599999,20.9612,8,0.0,False,dominant_holder,4,high,hk:0239.HK,unknown,
0240.HK,hk,69.1323,69.1323,0.3500756953149998,58.3338,18,0.0,False,dominant_holder,4,high,hk:0240.HK,unknown,
0241.HK,hk,78.6141000000001,74.9712,0.23429694904200002,44.3128,20,3.642900000000097,False,dominant_holder,4,high,hk:0241.HK,unknown,
0242.HK,hk,62.2726,62.2726,0.07506628295,18.5391,20,0.0,False,broad_institutional,4,high,hk:0242.HK,unknown,
0243.HK,hk,1.5585,1.5585,8.096407499999999e-05,0.5195,3,0.0,False,fragmented_or_mixed,4,high,hk:0243.HK,unknown,
0244.HK,hk,75.0,75.0,0.5625,75.0,2,0.0,False,dominant_holder,4,high,hk:0244.HK,unknown,
0245.HK,hk,66.1797,66.1797,0.111594090477,27.0104,11,0.0,False,dominant_holder,4,high,hk:0245.HK,unknown,
0247.HK,hk,71.5898,71.5898,0.5119318068940001,71.5494,5,0.0,False,dominant_holder,4,high,hk:0247.HK,unknown,
0248.HK,hk,65.9027,65.9027,0.3486930040430001,58.8095,8,0.0,False,dominant_holder,4,high,hk:0248.HK,unknown,
